"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0035739"	"BP"	"GO:0035739"	"CD4-positive, alpha-beta T cell proliferation"	"5/404"	"22/18888"	0.227272727272727	10.6255625562556	6.67838941391614	8.51681193181425e-05	0.00311827216423214	0.00245852189226478	"CD55/NDFIP1/ARG2/IL2RA/FOXP3"	5
"GO:2000561"	"BP"	"GO:2000561"	"regulation of CD4-positive, alpha-beta T cell proliferation"	"5/404"	"22/18888"	0.227272727272727	10.6255625562556	6.67838941391614	8.51681193181425e-05	0.00311827216423214	0.00245852189226478	"CD55/NDFIP1/ARG2/IL2RA/FOXP3"	5
"GO:0140694"	"BP"	"GO:0140694"	"non-membrane-bounded organelle assembly"	"22/404"	"413/18888"	0.0532687651331719	2.49044662335483	4.52765599720395	8.84480806992262e-05	0.00312493259843264	0.00246377314117171	"HSPA1A/HSPA1B/RPS28/RPS15/SQSTM1/RPS5/EIF5/CHMP1B/CIRBP/RPLP0/NEK7/EZR/MAPRE2/NGRN/JMJD6/FSCN1/SMIM22/SBDS/GTF2B/PLK2/DDX3X/G3BP2"	22
"GO:0032633"	"BP"	"GO:0032633"	"interleukin-4 production"	"6/404"	"35/18888"	0.171428571428571	8.01471004243281	6.14083891318691	8.85498820793231e-05	0.00312493259843264	0.00246377314117171	"CD83/FCER1G/NDFIP1/DDIT3/RARA/FOXP3"	6
"GO:0032673"	"BP"	"GO:0032673"	"regulation of interleukin-4 production"	"6/404"	"35/18888"	0.171428571428571	8.01471004243281	6.14083891318691	8.85498820793231e-05	0.00312493259843264	0.00246377314117171	"CD83/FCER1G/NDFIP1/DDIT3/RARA/FOXP3"	6
"GO:2000377"	"BP"	"GO:2000377"	"regulation of reactive oxygen species metabolic process"	"12/404"	"149/18888"	0.0805369127516778	3.76530001993488	5.00998445306737	8.86135019919585e-05	0.00312493259843264	0.00246377314117171	"CDKN1A/TYROBP/SOD1/SOD2/ARF4/ZC3H12A/IER3/ARG2/DCXR/GADD45A/SLC25A33/CD177"	12
"GO:0006995"	"BP"	"GO:0006995"	"cellular response to nitrogen starvation"	"4/404"	"12/18888"	0.333333333333333	15.5841584158416	7.47121448750972	8.90879907447903e-05	0.00312493259843264	0.00246377314117171	"MAP1LC3B/MAP1LC3A/MAP1LC3B2/GABARAP"	4
"GO:0043562"	"BP"	"GO:0043562"	"cellular response to nitrogen levels"	"4/404"	"12/18888"	0.333333333333333	15.5841584158416	7.47121448750972	8.90879907447903e-05	0.00312493259843264	0.00246377314117171	"MAP1LC3B/MAP1LC3A/MAP1LC3B2/GABARAP"	4
"GO:0002460"	"BP"	"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"21/404"	"385/18888"	0.0545454545454545	2.55013501350135	4.54310745585772	9.1577105504112e-05	0.00318167650051708	0.00250851141871121	"JUNB/HSPD1/CD55/RELB/TNFAIP3/ARID5A/EBI3/FCER1G/NDFIP1/BRD2/BACH2/AHR/BATF/ZC3H12A/NFKBID/FCGR3A/STAT3/SOCS3/FOXP3/IRF7/ICAM1"	21
"GO:1990823"	"BP"	"GO:1990823"	"response to leukemia inhibitory factor"	"10/404"	"106/18888"	0.0943396226415094	4.410610872408	5.20581079321611	9.1974300752587e-05	0.00318167650051708	0.00250851141871121	"CACYBP/B3GNT2/RNF138/PTP4A3/SRSF7/KLF4/MAT2A/SOCS3/SLC25A5/ICAM1"	10
"GO:0034599"	"BP"	"GO:0034599"	"cellular response to oxidative stress"	"16/404"	"248/18888"	0.0645161290322581	3.01628872564676	4.72530451192498	9.3268984549508e-05	0.00318847284904954	0.00251386982579516	"HSPA1A/FOS/HSPA1B/NR4A2/GPX1/MAP1LC3A/TNFAIP3/KDM6B/SOD1/RHOB/SOD2/NME2/ZC3H12A/CHCHD2/KLF4/JUN"	16
"GO:0043435"	"BP"	"GO:0043435"	"response to corticotropin-releasing hormone"	"3/404"	"5/18888"	0.6	28.0514851485148	8.94365033721143	9.40777475397391e-05	0.00318847284904954	0.00251386982579516	"NR4A1/NR4A2/NR4A3"	3
"GO:0071376"	"BP"	"GO:0071376"	"cellular response to corticotropin-releasing hormone stimulus"	"3/404"	"5/18888"	0.6	28.0514851485148	8.94365033721143	9.40777475397391e-05	0.00318847284904954	0.00251386982579516	"NR4A1/NR4A2/NR4A3"	3
"GO:0006403"	"BP"	"GO:0006403"	"RNA localization"	"14/404"	"200/18888"	0.07	3.27267326732673	4.77688494875878	0.000107740988254209	0.00362703890659808	0.002859646011099	"ZFP36/CCT4/MRPL18/ZFP36L1/EIF4A3/SLBP/RBM8A/NAF1/TCP1/NUP58/SRSF7/NXT1/TOMM20/G3BP2"	14
"GO:0002758"	"BP"	"GO:0002758"	"innate immune response-activating signaling pathway"	"17/404"	"278/18888"	0.0611510791366906	2.85896431369756	4.61630459544764	0.000109445365299547	0.00365985301561685	0.00288551745565192	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/TYROBP/PELI1/TNFAIP3/NFKBIA/NINJ1/PCBP2/PPP2CA/NEK7/S100A14/DDX3X/IRF7/CD14"	17
"GO:0050864"	"BP"	"GO:0050864"	"regulation of B cell activation"	"11/404"	"130/18888"	0.0846153846153846	3.95597867479056	4.99981459314274	0.000111535457916388	0.00370504540999075	0.00292114824253657	"CDKN1A/TNFRSF4/TYROBP/PELI1/TNFAIP3/ZFP36L1/NDFIP1/AHR/MIF/XBP1/FOXP3"	11
"GO:0072331"	"BP"	"GO:0072331"	"signal transduction by p53 class mediator"	"13/404"	"177/18888"	0.0734463276836158	3.43379761704984	4.80946521650377	0.000116713273175327	0.0038515380147858	0.0030366465880866	"RPS15/CDKN1A/UBB/PMAIP1/MYC/PLK3/MIF/BATF/SOX4/CRADD/MLF1/MUC1/PLK2"	13
"GO:1901875"	"BP"	"GO:1901875"	"positive regulation of post-translational protein modification"	"11/404"	"131/18888"	0.083969465648855	3.92578036429597	4.96786599292022	0.0001194670023443	0.00391664368469939	0.00308797748749593	"PELI1/UBB/NDFIP1/UBE2D1/ZC3H12A/EGR1/CRY1/UBE2S/HSPA5/DDX3X/GABARAP"	11
"GO:2000379"	"BP"	"GO:2000379"	"positive regulation of reactive oxygen species metabolic process"	"8/404"	"70/18888"	0.114285714285714	5.34314002828854	5.3819581018219	0.000121163347568401	0.00394646332079935	0.00311148801650365	"CDKN1A/TYROBP/SOD1/SOD2/ZC3H12A/DCXR/GADD45A/CD177"	8
"GO:0046651"	"BP"	"GO:0046651"	"lymphocyte proliferation"	"18/404"	"308/18888"	0.0584415584415584	2.73228751446573	4.53154890607325	0.000122842651089238	0.00397534669589432	0.0031342603744806	"HSPD1/CDKN1A/CD55/TNFRSF4/TYROBP/PELI1/EBI3/NDFIP1/PRNP/AHR/IL6ST/MIF/ARG2/FCGR3A/SDC4/IL2RA/HES1/FOXP3"	18
"GO:0048144"	"BP"	"GO:0048144"	"fibroblast proliferation"	"10/404"	"110/18888"	0.0909090909090909	4.25022502250225	5.05427999931652	0.000125555371873876	0.00403708811102154	0.00318293881329386	"FTH1/CDKN1A/PTGES3/GPX1/EMD/CKS2/SOD2/MYC/MIF/GNG2"	10
"GO:2000622"	"BP"	"GO:2000622"	"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"4/404"	"13/18888"	0.307692307692308	14.3853769992384	7.13728430015466	0.000126513987842274	0.00404200103832387	0.00318681228510509	"EIF4A3/RBM8A/PABPC1/HNRNPAB"	4
"GO:0043373"	"BP"	"GO:0043373"	"CD4-positive, alpha-beta T cell lineage commitment"	"5/404"	"24/18888"	0.208333333333333	9.74009900990099	6.33401769386119	0.000132706111772592	0.00420358033646339	0.00331420534795874	"BRD2/BATF/STAT3/SOCS3/FOXP3"	5
"GO:0048545"	"BP"	"GO:0048545"	"response to steroid hormone"	"19/404"	"338/18888"	0.0562130177514793	2.6280977210147	4.46520142159003	0.000133247462818517	0.00420358033646339	0.00331420534795874	"HSPA1A/FOS/ZFP36/HSPA1B/CDKN1A/DNAJA1/HSPA8/PTGES3/NR4A3/ZFP36L1/FKBP4/AREG/FOSB/PER1/ERRFI1/SCGB2A2/CRY1/CYP7B1/ATP1A1"	19
"GO:0045732"	"BP"	"GO:0045732"	"positive regulation of protein catabolic process"	"14/404"	"205/18888"	0.0682926829268293	3.19285196812364	4.66699280520346	0.000139884492480871	0.00438537883927529	0.0034575397253331	"HSPA1A/HSPA1B/OAZ1/ZFAND2A/HSP90AA1/TNFAIP3/NDFIP1/PLK3/SNX9/IER3/TIPARP/EZR/PLK2/GABARAP"	14
"GO:0042401"	"BP"	"GO:0042401"	"biogenic amine biosynthetic process"	"6/404"	"38/18888"	0.157894736842105	7.38196977592496	5.821904228589	0.000142674302511302	0.0044250344558134	0.00348880518141756	"OAZ1/NR4A2/AMD1/AZIN1/ODC1/SAT1"	6
"GO:0015931"	"BP"	"GO:0015931"	"nucleobase-containing compound transport"	"15/404"	"231/18888"	0.0649350649350649	3.03587501607304	4.60267584596655	0.000142913792233208	0.0044250344558134	0.00348880518141756	"ZFP36/MRPL18/ZFP36L1/EIF4A3/SLBP/RBM8A/SLC25A4/NUP58/SRSF7/SLC25A33/NXT1/TOMM20/SLC25A19/SLC25A5/G3BP2"	15
"GO:2001236"	"BP"	"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"12/404"	"157/18888"	0.0764331210191083	3.57343759853692	4.78693112544192	0.000145885852622558	0.0044893462377592	0.00353951016017404	"HSPA1A/LMNA/HSPA1B/GPX1/TNFAIP3/DEDD2/PMAIP1/MCL1/ATF3/DDX3X/ICAM1/TNFRSF12A"	12
"GO:0002221"	"BP"	"GO:0002221"	"pattern recognition receptor signaling pathway"	"16/404"	"259/18888"	0.0617760617760618	2.88818379907489	4.5234893324442	0.000154232343224771	0.00468970016886591	0.00369747409015975	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/PELI1/TNFAIP3/NFKBIA/NINJ1/PCBP2/PPP2CA/NEK7/S100A14/DDX3X/IRF7/CD14"	16
"GO:0006839"	"BP"	"GO:0006839"	"mitochondrial transport"	"13/404"	"182/18888"	0.0714285714285714	3.33946251768034	4.68851719596839	0.000154266452923221	0.00468970016886591	0.00369747409015975	"HSPA1A/HSPD1/SLC25A3/HSP90AA1/MRPL18/HSPA4/PMAIP1/SLC25A4/IER3/SLC25A33/TOMM20/GRPEL1/SLC25A5"	13
"GO:0032943"	"BP"	"GO:0032943"	"mononuclear cell proliferation"	"18/404"	"315/18888"	0.0571428571428571	2.67157001414427	4.42296000423637	0.000162542287783849	0.0048931606249527	0.00385788728027099	"HSPD1/CDKN1A/CD55/TNFRSF4/TYROBP/PELI1/EBI3/NDFIP1/PRNP/AHR/IL6ST/MIF/ARG2/FCGR3A/SDC4/IL2RA/HES1/FOXP3"	18
"GO:0045580"	"BP"	"GO:0045580"	"regulation of T cell differentiation"	"13/404"	"183/18888"	0.0710382513661202	3.32121408862198	4.66483276938144	0.000162910252066806	0.0048931606249527	0.00385788728027099	"JUNB/CD83/SOD1/BRD2/BATF/ZC3H12A/NFKBID/RARA/SOX4/XBP1/IL2RA/BRAF/FOXP3"	13
"GO:0009309"	"BP"	"GO:0009309"	"amine biosynthetic process"	"6/404"	"39/18888"	0.153846153846154	7.19268849961919	5.72323493878403	0.000165603742504432	0.00494445459763233	0.00389832870043328	"OAZ1/NR4A2/AMD1/AZIN1/ODC1/SAT1"	6
"GO:2001243"	"BP"	"GO:2001243"	"negative regulation of intrinsic apoptotic signaling pathway"	"10/404"	"114/18888"	0.087719298245614	4.10109431995831	4.9097930547987	0.000168952698784134	0.00498784701364494	0.00393254034043986	"HSPA1A/DNAJA1/GPX1/HSPB1/SOD2/MIF/IVNS1ABP/XBP1/MUC1/DDX3X"	10
"GO:0042326"	"BP"	"GO:0042326"	"negative regulation of phosphorylation"	"18/404"	"316/18888"	0.0569620253164557	2.66311567865647	4.40768809312851	0.000169045851738365	0.00498784701364494	0.00393254034043986	"DUSP1/CDKN1A/DNAJA1/HSPB1/MYADM/PRNP/DYNLL1/ZC3H12A/CALM1/PPP2CA/ERRFI1/GADD45A/GPRC5A/CADM1/PPP1R15B/PTPN13/SOCS3/INPP5F"	18
"GO:0070262"	"BP"	"GO:0070262"	"peptidyl-serine dephosphorylation"	"4/404"	"14/18888"	0.285714285714286	13.3578500707214	6.8383158650102	0.000174136710241682	0.00507831243355974	0.00400386548578946	"PPP1R15A/DUSP1/PPP2CA/PPP1R15B"	4
"GO:1901029"	"BP"	"GO:1901029"	"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"4/404"	"14/18888"	0.285714285714286	13.3578500707214	6.8383158650102	0.000174136710241682	0.00507831243355974	0.00400386548578946	"HSPA1A/SLC25A4/IER3/SLC25A5"	4
"GO:0046637"	"BP"	"GO:0046637"	"regulation of alpha-beta T cell differentiation"	"8/404"	"74/18888"	0.108108108108108	5.05432164838105	5.16615798577446	0.00017959638960697	0.00520725716918242	0.00410552866293511	"JUNB/CD83/BRD2/BATF/ZC3H12A/NFKBID/RARA/FOXP3"	8
"GO:0045058"	"BP"	"GO:0045058"	"T cell selection"	"7/404"	"56/18888"	0.125	5.84405940594059	5.36697341565751	0.000182759174763098	0.00523729986419752	0.00412921505703645	"BRD2/BATF/STAT3/SOCS3/BRAF/FOXP3/CCR7"	7
"GO:1901874"	"BP"	"GO:1901874"	"negative regulation of post-translational protein modification"	"9/404"	"94/18888"	0.0957446808510638	4.47630082157152	4.99511923461739	0.000183457164228593	0.00523729986419752	0.00412921505703645	"HSPA1A/HSPA1B/DNAJA1/SQSTM1/UBE2B/TNFAIP3/IVNS1ABP/SOX4/CRY1"	9
"GO:0034612"	"BP"	"GO:0034612"	"response to tumor necrosis factor"	"16/404"	"263/18888"	0.0608365019011407	2.84425704927907	4.45271991971765	0.000183764907515702	0.00523729986419752	0.00412921505703645	"HSPA1A/FOS/ZFP36/HSPA1B/TNFRSF4/TNFAIP3/ZFP36L1/TNFRSF18/NFKBIA/ZC3H12A/CCL22/KRT18/HES1/NFATC1/CD14/CXCL16"	16
"GO:1901653"	"BP"	"GO:1901653"	"cellular response to peptide"	"20/404"	"376/18888"	0.0531914893617021	2.48683378976195	4.30530443718515	0.000187229477999945	0.00530589300365946	0.0041832955625679	"FOS/NR4A1/NR4A2/NR4A3/INSIG1/ZFP36L1/PRNP/SESN3/SLC25A33/BAIAP2/KLF4/XBP1/TBC1D4/STAT3/SOCS3/SIK2/LGMN/RANGAP1/ICAM1/PTK2"	20
"GO:0072593"	"BP"	"GO:0072593"	"reactive oxygen species metabolic process"	"15/404"	"238/18888"	0.0630252100840336	2.94658457442383	4.46782887680548	0.000198134695019167	0.00555617656925006	0.00438062523517848	"CDKN1A/TYROBP/GPX1/SOD1/SOD2/PMAIP1/ARF4/ZC3H12A/IER3/ARG2/DCXR/GADD45A/SLC25A33/CD177/SESN1"	15
"GO:0002363"	"BP"	"GO:0002363"	"alpha-beta T cell lineage commitment"	"5/404"	"26/18888"	0.192307692307692	8.99086062452399	6.02782384760757	0.000198276635944131	0.00555617656925006	0.00438062523517848	"BRD2/BATF/STAT3/SOCS3/FOXP3"	5
"GO:0002260"	"BP"	"GO:0002260"	"lymphocyte homeostasis"	"8/404"	"76/18888"	0.105263157894737	4.92131318394997	5.06401558302361	0.000216511149063119	0.00603344402055891	0.00475691454403589	"TSC22D3/TNFAIP3/PMAIP1/MIF/SLC40A1/PPP2CA/IL2RA/FOXP3"	8
"GO:0045088"	"BP"	"GO:0045088"	"regulation of innate immune response"	"22/404"	"440/18888"	0.05	2.33762376237624	4.19720190493503	0.000217911754095316	0.00603892463282931	0.0047612355925333	"HSPA1A/HSPA1B/HSPD1/SQSTM1/HSPA8/TYROBP/PELI1/HSP90AA1/TNFAIP3/NFKBIA/YWHAZ/NINJ1/SH2D1B/PCBP2/PPP2CA/NEK7/CADM1/S100A14/DDX3X/IRF7/CD160/CD14"	22
"GO:0001818"	"BP"	"GO:0001818"	"negative regulation of cytokine production"	"20/404"	"381/18888"	0.05249343832021	2.45419817572308	4.23928157573673	0.000222752452700783	0.00610729674824025	0.00481514183730769	"ZFP36/HSP90AB1/RGCC/TYROBP/CD83/NMB/RELB/TNFAIP3/NDFIP1/PRNP/IL1R2/DDIT3/CD200/ZC3H12A/ARG2/EZR/KLF4/RARA/FOXP3/CCR7"	20
"GO:0032640"	"BP"	"GO:0032640"	"tumor necrosis factor production"	"13/404"	"189/18888"	0.0687830687830688	3.21577872072922	4.52608068140324	0.000224031619153948	0.00610729674824025	0.00481514183730769	"ZFP36/TYROBP/TNFAIP3/ARID5A/HSPB1/MIF/ZC3H12A/ARG2/FCGR3A/RARA/STAT3/FOXP3/CD14"	13
"GO:0032680"	"BP"	"GO:0032680"	"regulation of tumor necrosis factor production"	"13/404"	"189/18888"	0.0687830687830688	3.21577872072922	4.52608068140324	0.000224031619153948	0.00610729674824025	0.00481514183730769	"ZFP36/TYROBP/TNFAIP3/ARID5A/HSPB1/MIF/ZC3H12A/ARG2/FCGR3A/RARA/STAT3/FOXP3/CD14"	13
"GO:0001933"	"BP"	"GO:0001933"	"negative regulation of protein phosphorylation"	"17/404"	"296/18888"	0.0574324324324324	2.68510837570243	4.32001077657278	0.000231375273674865	0.00626229933550839	0.0049373496607708	"DUSP1/CDKN1A/DNAJA1/HSPB1/MYADM/PRNP/ZC3H12A/CALM1/PPP2CA/ERRFI1/GADD45A/GPRC5A/CADM1/PPP1R15B/PTPN13/SOCS3/INPP5F"	17
"GO:0061684"	"BP"	"GO:0061684"	"chaperone-mediated autophagy"	"4/404"	"15/18888"	0.266666666666667	12.4673267326733	6.56842944344669	0.000233462913823778	0.00626229933550839	0.0049373496607708	"HSPA8/HSP90AA1/PLK3/BAG3"	4
"GO:1900102"	"BP"	"GO:1900102"	"negative regulation of endoplasmic reticulum unfolded protein response"	"4/404"	"15/18888"	0.266666666666667	12.4673267326733	6.56842944344669	0.000233462913823778	0.00626229933550839	0.0049373496607708	"PPP1R15A/DNAJB9/PPP1R15B/HSPA5"	4
"GO:0006809"	"BP"	"GO:0006809"	"nitric oxide biosynthetic process"	"8/404"	"77/18888"	0.103896103896104	4.85740002571686	5.01427666530174	0.000237175993384627	0.00632805735541112	0.00498919488883564	"HSP90AB1/HSP90AA1/GLA/SOD2/DYNLL1/ZC3H12A/ARG2/KLF4"	8
"GO:0070664"	"BP"	"GO:0070664"	"negative regulation of leukocyte proliferation"	"9/404"	"98/18888"	0.0918367346938776	4.29359466558901	4.83274623523245	0.000251834371817577	0.00668360428061888	0.00526951676367941	"TYROBP/PELI1/TNFAIP3/NDFIP1/PRNP/ARG2/SDC4/IL2RA/FOXP3"	9
"GO:0050671"	"BP"	"GO:0050671"	"positive regulation of lymphocyte proliferation"	"11/404"	"143/18888"	0.0769230769230769	3.5963442498096	4.60746202353641	0.000258896919799423	0.00681306192218298	0.00537158432838947	"CDKN1A/CD55/TNFRSF4/PELI1/EBI3/IL6ST/MIF/FCGR3A/IL2RA/HES1/FOXP3"	11
"GO:0031397"	"BP"	"GO:0031397"	"negative regulation of protein ubiquitination"	"8/404"	"78/18888"	0.102564102564103	4.79512566641279	4.96538876733258	0.000259428793288866	0.00681306192218298	0.00537158432838947	"HSPA1A/HSPA1B/DNAJA1/SQSTM1/TNFAIP3/IVNS1ABP/SOX4/CRY1"	8
"GO:0050821"	"BP"	"GO:0050821"	"protein stabilization"	"14/404"	"218/18888"	0.0642201834862385	3.00245253883187	4.39635255197322	0.000264882960374169	0.00692006733977516	0.00545595001165434	"HSPA1A/HSPA1B/HSP90AB1/HSPD1/PTGES3/UBE2B/TYROBP/HSP90AA1/CCT4/BAG3/TCP1/PIM2/SOX4/DNAAF2"	14
"GO:0032703"	"BP"	"GO:0032703"	"negative regulation of interleukin-2 production"	"5/404"	"28/18888"	0.178571428571429	8.34865629420085	5.75294602757625	0.000286006006801014	0.00735979804137823	0.0058026444307601	"ZFP36/TNFAIP3/PRNP/EZR/FOXP3"	5
"GO:0043368"	"BP"	"GO:0043368"	"positive T cell selection"	"6/404"	"43/18888"	0.13953488372093	6.52360119732904	5.36083776990602	0.000287942820786435	0.00735979804137823	0.0058026444307601	"BRD2/BATF/STAT3/SOCS3/BRAF/FOXP3"	6
"GO:0046640"	"BP"	"GO:0046640"	"regulation of alpha-beta T cell proliferation"	"6/404"	"43/18888"	0.13953488372093	6.52360119732904	5.36083776990602	0.000287942820786435	0.00735979804137823	0.0058026444307601	"CD55/EBI3/NDFIP1/ARG2/IL2RA/FOXP3"	6
"GO:0071706"	"BP"	"GO:0071706"	"tumor necrosis factor superfamily cytokine production"	"13/404"	"194/18888"	0.0670103092783505	3.13289782586506	4.41462674593671	0.000289051079376298	0.00735979804137823	0.0058026444307601	"ZFP36/TYROBP/TNFAIP3/ARID5A/HSPB1/MIF/ZC3H12A/ARG2/FCGR3A/RARA/STAT3/FOXP3/CD14"	13
"GO:1903555"	"BP"	"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	"13/404"	"194/18888"	0.0670103092783505	3.13289782586506	4.41462674593671	0.000289051079376298	0.00735979804137823	0.0058026444307601	"ZFP36/TYROBP/TNFAIP3/ARID5A/HSPB1/MIF/ZC3H12A/ARG2/FCGR3A/RARA/STAT3/FOXP3/CD14"	13
"GO:1900034"	"BP"	"GO:1900034"	"regulation of cellular response to heat"	"4/404"	"16/18888"	0.25	11.6881188118812	6.32304820956015	0.000306048946699583	0.00773335671494564	0.00609716720768295	"DNAJB1/DNAJB6/CHORDC1/IER5"	4
"GO:0051345"	"BP"	"GO:0051345"	"positive regulation of hydrolase activity"	"23/404"	"482/18888"	0.0477178423236514	2.2309272421018	4.04716011467282	0.000307917924472034	0.00773335671494564	0.00609716720768295	"HSPA1A/PPP1R15A/HSPE1/HSP90AB1/HSPD1/PMAIP1/MYC/CD200/SNX9/CALM1/CCL22/TBC1D8/MAPRE2/CRADD/TBC1D4/PPP1R15B/STAT3/TIAM1/DDX3X/CYCS/LGMN/RANGAP1/RALGAPA1"	23
"GO:0045444"	"BP"	"GO:0045444"	"fat cell differentiation"	"15/404"	"248/18888"	0.0604838709677419	2.82777068029384	4.28350014186895	0.000308610033653993	0.00773335671494564	0.00609716720768295	"ZFP36/NR4A1/NR4A2/NR4A3/INSIG1/GPX1/ZFP36L1/SOD2/DDIT3/ARL4A/ZC3H12A/KLF4/XBP1/HES1/ADIRF"	15
"GO:0032946"	"BP"	"GO:0032946"	"positive regulation of mononuclear cell proliferation"	"11/404"	"146/18888"	0.0753424657534247	3.52244676522447	4.52339655964178	0.000309889294199377	0.00773335671494564	0.00609716720768295	"CDKN1A/CD55/TNFRSF4/PELI1/EBI3/IL6ST/MIF/FCGR3A/IL2RA/HES1/FOXP3"	11
"GO:0000184"	"BP"	"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"6/404"	"44/18888"	0.136363636363636	6.37533753375337	5.27739648370608	0.000327464725570753	0.00813150031417276	0.00641107334012152	"EIF4A3/RBM8A/PNRC1/ZC3H12A/PABPC1/HNRNPAB"	6
"GO:0032479"	"BP"	"GO:0032479"	"regulation of type I interferon production"	"10/404"	"124/18888"	0.0806451612903226	3.77036090705845	4.57571191281772	0.000335457878273515	0.00819713229116932	0.00646281919288238	"HSPD1/TYROBP/NMB/RELB/HSP90AA1/IRF8/UAP1/DDX3X/IRF7/CD14"	10
"GO:0032606"	"BP"	"GO:0032606"	"type I interferon production"	"10/404"	"124/18888"	0.0806451612903226	3.77036090705845	4.57571191281772	0.000335457878273515	0.00819713229116932	0.00646281919288238	"HSPD1/TYROBP/NMB/RELB/HSP90AA1/IRF8/UAP1/DDX3X/IRF7/CD14"	10
"GO:0072594"	"BP"	"GO:0072594"	"establishment of protein localization to organelle"	"22/404"	"454/18888"	0.0484581497797357	2.26553844811794	4.03522421970977	0.000335898915711825	0.00819713229116932	0.00646281919288238	"LMNA/HSPD1/CDKN1A/DNAJA1/SQSTM1/HSPA8/ZFAND2A/HSP90AA1/CCT4/TNFAIP3/NFKBIA/HSPA4/DDIT3/VPS37B/BAG3/ZC3H12A/TCP1/NUP58/TOMM20/STAT3/GRPEL1/HSPA5"	22
"GO:0006970"	"BP"	"GO:0006970"	"response to osmotic stress"	"8/404"	"81/18888"	0.0987654320987654	4.61752841950862	4.82357340063226	0.000336644587715486	0.00819713229116932	0.00646281919288238	"TSC22D3/RELB/HSP90AA1/ZFP36L1/TSC22D2/PLK3/DDX3X/NFAT5"	8
"GO:0032102"	"BP"	"GO:0032102"	"negative regulation of response to external stimulus"	"22/404"	"456/18888"	0.0482456140350877	2.25560187597707	4.01256738833404	0.000356671236781043	0.00864281605649135	0.00681420715274029	"ZFP36/DUSP1/GPX1/TNFAIP3/SOD1/NDFIP1/YWHAZ/AHR/CD200/MIF/IER3/PCBP2/ARG2/KLF4/SERPINE2/STAT3/IL2RA/SOCS3/PLK2/FOXP3/INPP5F/YES1"	22
"GO:1900744"	"BP"	"GO:1900744"	"regulation of p38MAPK cascade"	"6/404"	"45/18888"	0.133333333333333	6.23366336633663	5.19650333844014	0.000371111790607665	0.00890668297458396	0.00702224627203726	"DUSP1/GADD45B/ZC3H12A/PER1/GADD45A/EZR"	6
"GO:1903573"	"BP"	"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	"6/404"	"45/18888"	0.133333333333333	6.23366336633663	5.19650333844014	0.000371111790607665	0.00890668297458396	0.00702224627203726	"HSPA1A/PPP1R15A/DNAJB9/XBP1/PPP1R15B/HSPA5"	6
"GO:0045428"	"BP"	"GO:0045428"	"regulation of nitric oxide biosynthetic process"	"7/404"	"63/18888"	0.111111111111111	5.19471947194719	4.93037437041428	0.000383579815973614	0.0091620778901126	0.0072236058577086	"HSP90AB1/HSP90AA1/GLA/SOD2/DYNLL1/ZC3H12A/KLF4"	7
"GO:0031667"	"BP"	"GO:0031667"	"response to nutrient levels"	"23/404"	"490/18888"	0.0469387755102041	2.19450394018994	3.96072338180063	0.000388044933510263	0.00922480277956151	0.007273059691684	"FOS/ZFP36/CDKN1A/SRSF2/HSPA8/GPX1/MAP1LC3B/MAP1LC3A/SOD2/PMAIP1/DDIT3/YWHAZ/SESN3/ZC3H12A/SLC38A2/MAP1LC3B2/RARA/XBP1/ATF3/SESN1/HSPA5/KLF10/GABARAP"	23
"GO:0072540"	"BP"	"GO:0072540"	"T-helper 17 cell lineage commitment"	"4/404"	"17/18888"	0.235294117647059	11.0005824111823	6.09854860165367	0.000393492074444838	0.00931017096894012	0.0073403660560539	"BRD2/BATF/STAT3/SOCS3"	4
"GO:0031571"	"BP"	"GO:0031571"	"mitotic G1 DNA damage checkpoint signaling"	"5/404"	"30/18888"	0.166666666666667	7.79207920792079	5.5041434796207	0.000400397541675273	0.00934136776299148	0.00736496237000734	"CDKN1A/PLK3/CRADD/MUC1/PLK2"	5
"GO:0044819"	"BP"	"GO:0044819"	"mitotic G1/S transition checkpoint signaling"	"5/404"	"30/18888"	0.166666666666667	7.79207920792079	5.5041434796207	0.000400397541675273	0.00934136776299148	0.00736496237000734	"CDKN1A/PLK3/CRADD/MUC1/PLK2"	5
"GO:1900101"	"BP"	"GO:1900101"	"regulation of endoplasmic reticulum unfolded protein response"	"5/404"	"30/18888"	0.166666666666667	7.79207920792079	5.5041434796207	0.000400397541675273	0.00934136776299148	0.00736496237000734	"PPP1R15A/DNAJB9/XBP1/PPP1R15B/HSPA5"	5
